,path,label_full,label
97,PokemonData\Arbok\1bdea5ec0133424db0076823c2c593bb.jpg,Arbok,24
98,PokemonData\Arbok\1bec0904f68f479694cd41cd2e82025b.jpg,Arbok,24
99,PokemonData\Arbok\22033fc3bf8c48f287d153442160a808.jpg,Arbok,24
100,PokemonData\Arbok\2288e04e286d4b8ba984d5b173d4411c.jpg,Arbok,24
101,PokemonData\Arbok\2382e5e913f94dd7845e6b1ac733ef18.jpg,Arbok,24
102,PokemonData\Arbok\2526890dd788479b8a6e7a0622524f90.jpg,Arbok,24
103,PokemonData\Arbok\25a6aceb55c54001a85fcd649def3979.jpg,Arbok,24
104,PokemonData\Arbok\3dcdaba1fc704c2bb4e860b9bc18fe6c.jpg,Arbok,24
105,PokemonData\Arbok\3e4fd8cdf8c740548826b6de29f18258.jpg,Arbok,24
106,PokemonData\Arbok\45af6484b35e44488ce166651970b0b2.jpg,Arbok,24
107,PokemonData\Arbok\47f7e7277c6e4a67b4098f5129683355.jpg,Arbok,24
108,PokemonData\Arbok\4fcbe8a363754562a17652a22ba741bf.jpg,Arbok,24
109,PokemonData\Arbok\5683e00c702d496eb03b91c32c617ede.jpg,Arbok,24
110,PokemonData\Arbok\65d4bf22b63341a2b47e05b2a3dab79e.jpg,Arbok,24
111,PokemonData\Arbok\69b34d100adf4e47b05d0617d7d21fd7.jpg,Arbok,24
112,PokemonData\Arbok\71f6f5c618144f6a855036473b9504cc.jpg,Arbok,24
113,PokemonData\Arbok\7f2fb44a8c3f4539af3168dbe6f5a278.jpg,Arbok,24
114,PokemonData\Arbok\873c1857a1d54bb9abc3a12d9f9a0d7f.jpg,Arbok,24
115,PokemonData\Arbok\8fcab965e58242058c6478ae75315d53.jpg,Arbok,24
116,PokemonData\Arbok\91ff046d093342d58b04b129f0ce14be.jpg,Arbok,24
117,PokemonData\Arbok\94bdd8505854458a8ce95ac15aacb790.jpg,Arbok,24
118,PokemonData\Arbok\95b9e6acff0e442d8b1061b6646ef587.jpg,Arbok,24
119,PokemonData\Arbok\9958841a87a4409f9a1b1adf3d89e863.jpg,Arbok,24
120,PokemonData\Arbok\a22b5dbf60c2482ead1530727140a1e7.jpg,Arbok,24
121,PokemonData\Arbok\a7382b4d25484712bfb77e09121a7104.jpg,Arbok,24
122,PokemonData\Arbok\a74170d1aa1d4d58bc13044a713a03c7.jpg,Arbok,24
123,PokemonData\Arbok\a747f0c707cc46f982fc8165f2d8ce3d.jpg,Arbok,24
124,PokemonData\Arbok\ad5202b436824705b1ed0675eaa39454.jpg,Arbok,24
125,PokemonData\Arbok\af42faf73f34462bb3e3c43199f0ccfc.jpg,Arbok,24
126,PokemonData\Arbok\af4df6d456224941b6faae231d9392fb.jpg,Arbok,24
127,PokemonData\Arbok\c1acc0f8288948c7aa9ea55706a58ebb.jpg,Arbok,24
128,PokemonData\Arbok\cf0c7600246e46ab81de6be0d5799a9d.jpg,Arbok,24
129,PokemonData\Arbok\d999dc04088b4aa7ac3810ba61e8e604.jpg,Arbok,24
130,PokemonData\Arbok\e2581f92a35646368e416d242d6f64ca.jpg,Arbok,24
131,PokemonData\Arbok\e55152429d8f49d8a95f4c212d5b20f8.jpg,Arbok,24
132,PokemonData\Arbok\f08fcce291cd40ccb68d12cce2addeed.jpg,Arbok,24
133,PokemonData\Arbok\f16335d9bd114e43a42fb78e37aae226.jpg,Arbok,24
134,PokemonData\Arbok\f1f60afee27b4d4c890fde4a85b63acf.jpg,Arbok,24
135,PokemonData\Arbok\f8f3a75c630f4826a7b5bda5d0b562b2.jpg,Arbok,24
136,PokemonData\Arbok\fea033db0e48467090dd3067e7769d3d.jpg,Arbok,24
137,PokemonData\Arcanine\02c4ebeecb2246d082b8bfa6f06b0e24.jpg,Arcanine,59
138,PokemonData\Arcanine\096785a7c91f4c2fa64ca8fc2d024417.jpg,Arcanine,59
139,PokemonData\Arcanine\0af612d6c81c4cf8bb346df0d1ee02ea.jpg,Arcanine,59
140,PokemonData\Arcanine\0c5a0155f9334ac58b7bd2b577a7f0be.jpg,Arcanine,59
141,PokemonData\Arcanine\0ccacca7a1c6455ab45aff52cdec35e8.jpg,Arcanine,59
142,PokemonData\Arcanine\0f22804891104e6983cc653dc3731a48.jpg,Arcanine,59
143,PokemonData\Arcanine\10ce75617c034b3fac245b7591e61bcc.jpg,Arcanine,59
144,PokemonData\Arcanine\111b3c4a978e4d5fbaafcc0e7516d65a.jpg,Arcanine,59
145,PokemonData\Arcanine\13398a453d9d4de7bfd4b5a7adb77c7c.jpg,Arcanine,59
146,PokemonData\Arcanine\17161486edd94b24b5d68a7f5b1a724f.jpg,Arcanine,59
147,PokemonData\Arcanine\215c31baf5b04030a5243f6656881306.jpg,Arcanine,59
148,PokemonData\Arcanine\27502a0b344f49638f28aac923d78228.jpg,Arcanine,59
149,PokemonData\Arcanine\367dd99ce5784e039f1a9d41def0459d.jpg,Arcanine,59
150,PokemonData\Arcanine\39e2ca8020e64da5a9ecf3a8a1eefcd8.jpg,Arcanine,59
151,PokemonData\Arcanine\3fde20ba62664ea39b21af2626b7a75c.jpg,Arcanine,59
152,PokemonData\Arcanine\4feb43ec07af47a6847ced9fe12b52b7.jpg,Arcanine,59
153,PokemonData\Arcanine\54ba4c89510748748199ebdb86cbdc12.jpg,Arcanine,59
154,PokemonData\Arcanine\59be2d0da9194716a4ffd17c2e4543e2.jpg,Arcanine,59
155,PokemonData\Arcanine\5a9b2cd0bf9e41f785f828891e37f63b.jpg,Arcanine,59
156,PokemonData\Arcanine\60cd7b3ce7dd481fb2bdd54aef166c02.jpg,Arcanine,59
157,PokemonData\Arcanine\6b246a54400c4a74bc0d758651132d27.jpg,Arcanine,59
158,PokemonData\Arcanine\765bc9ac572642149116d5388db79e89.jpg,Arcanine,59
159,PokemonData\Arcanine\783fce6754e74155a6bf8484c0cc2646.jpg,Arcanine,59
160,PokemonData\Arcanine\7db23f9ef82741fd8551556025c02bb2.jpg,Arcanine,59
161,PokemonData\Arcanine\866cbbfb75334c819faa017e266bd2f5.jpg,Arcanine,59
162,PokemonData\Arcanine\91dbfa19b69345a29d055e9824665966.jpg,Arcanine,59
163,PokemonData\Arcanine\9eae363f35574ceb966d63b0f91a68e3.jpg,Arcanine,59
164,PokemonData\Arcanine\a40f60338b4148c38d2593c17c101cd9.jpg,Arcanine,59
165,PokemonData\Arcanine\a6701c152f844007a62c5d336072e9f8.jpg,Arcanine,59
166,PokemonData\Arcanine\a9a82ea1e5384eb2bf70d7fa2002dd68.jpg,Arcanine,59
167,PokemonData\Arcanine\aff9838235d045edac7c74a46eaad2d0.jpg,Arcanine,59
168,PokemonData\Arcanine\b26ee7447acc46839ae16325de6e58a3.jpg,Arcanine,59
169,PokemonData\Arcanine\c2f42fbdf3b94ea38397ef51d1fa1ab7.jpg,Arcanine,59
170,PokemonData\Arcanine\cb997090516346e1afbe8a01d83c7068.jpg,Arcanine,59
171,PokemonData\Arcanine\d2287ff780964c41994e9f5ce6690d0c.jpg,Arcanine,59
172,PokemonData\Arcanine\e25efe60ae26452d8cbf057c71197178.jpg,Arcanine,59
173,PokemonData\Arcanine\e827a1adba344ee3b6441a02d77216dd.jpg,Arcanine,59
174,PokemonData\Arcanine\e9864e90d4f24bbe8988ee2263f54c11.jpg,Arcanine,59
175,PokemonData\Arcanine\ea4acb14bbd94c8c8f03a853afc23a22.jpg,Arcanine,59
176,PokemonData\Arcanine\eb6bd73299414839993e02ab9ec955c7.jpg,Arcanine,59
177,PokemonData\Arcanine\f7a8f14379cf4270aa519f1ebd10918d.jpg,Arcanine,59
178,PokemonData\Articuno\02345969187d4605bf79853f504a8652.jpg,Articuno,144
179,PokemonData\Articuno\0552cd4a9ba64c11893716f67108f8a5.jpg,Articuno,144
180,PokemonData\Articuno\0c0c1ec4e42d4a2a907be4e9cd3ff35b.jpg,Articuno,144
181,PokemonData\Articuno\10c310150271470daa20666a3577bd89.jpg,Articuno,144
182,PokemonData\Articuno\116e8958d7de4e36b030a22623686ebe.jpg,Articuno,144
183,PokemonData\Articuno\14e07b176d2b424689e52c9e1054a1d4.jpg,Articuno,144
184,PokemonData\Articuno\16eaa051c9bf44b2bf9c49341fbb4509.jpg,Articuno,144
185,PokemonData\Articuno\172ec3332c254283a533e96209d4f768.jpg,Articuno,144
186,PokemonData\Articuno\1bd19f5791f749ca82017f4873f3b8b3.jpg,Articuno,144
187,PokemonData\Articuno\1c60e6f03c4448209a8288878a4e1d67.jpg,Articuno,144
188,PokemonData\Articuno\20452dfa8aac47fa9bb1b8bc830e3264.jpg,Articuno,144
189,PokemonData\Articuno\22cd66736e594cf497303e570c8a5e41.jpg,Articuno,144
190,PokemonData\Articuno\3473a15f80724cfb91e7b9a343425748.jpg,Articuno,144
191,PokemonData\Articuno\34956b44578845148461f4a45c574150.jpg,Articuno,144
192,PokemonData\Articuno\3dc21e08c0b847e3b0dffa6285190219.jpg,Articuno,144
193,PokemonData\Articuno\3efae1c0b6134e9b9273fc92274a73cb.jpg,Articuno,144
194,PokemonData\Articuno\43386ffd4b0b4301863af51f8cc5c205.jpg,Articuno,144
195,PokemonData\Articuno\48ad51dc7bc64f76ac0156041bbc5449.jpg,Articuno,144
196,PokemonData\Articuno\492f63ecf9f043c8a4604073c40a0fa8.jpg,Articuno,144
197,PokemonData\Articuno\4d0ff4464c9943a2ad6b80e90466ad29.jpg,Articuno,144
198,PokemonData\Articuno\4dd987287847447daabcaab2dda0330b.jpg,Articuno,144
199,PokemonData\Articuno\52e836cdd06449f78c76703612d4d8a3.jpg,Articuno,144
200,PokemonData\Articuno\5319c1ea383247babe735aa4a4f177c0.jpg,Articuno,144
201,PokemonData\Articuno\5e1c58119f2f4001ae15e7de969b15a6.jpg,Articuno,144
202,PokemonData\Articuno\64d9ee273f6c437cb427302e8c99dc9f.jpg,Articuno,144
203,PokemonData\Articuno\6c4329bebd9a453790ff8560a9965f53.jpg,Articuno,144
204,PokemonData\Articuno\6e24a9d251c44a80bf84849d2227d047.jpg,Articuno,144
205,PokemonData\Articuno\6e75071c181b41e6b06873baa8ea84c4.jpg,Articuno,144
206,PokemonData\Articuno\7362de81ce3440b9a2a19b0081222e5b.jpg,Articuno,144
207,PokemonData\Articuno\75e6a3babf894ccb94a006d0bbb383a1.jpg,Articuno,144
208,PokemonData\Articuno\a0d049049fdd48078eaca651e4e26e54.jpg,Articuno,144
209,PokemonData\Articuno\a3acf4a5d1014f238a6b35d62a194ba8.jpg,Articuno,144
210,PokemonData\Articuno\a578b22d32444703996dbfa8933f0b82.jpg,Articuno,144
211,PokemonData\Articuno\aa5cf4c4a6c04d1f87f395e6a43a5ba5.jpg,Articuno,144
212,PokemonData\Articuno\af2bb12b61a1494791a684c9e1e06cc0.jpg,Articuno,144
213,PokemonData\Articuno\b072cc3b8d7d440c8524e640fe132495.jpg,Articuno,144
214,PokemonData\Articuno\b3b718ae79f0421481b191ec694fc4f4.jpg,Articuno,144
215,PokemonData\Articuno\bb9175339d9f443997a1060bbb9158e7.jpg,Articuno,144
216,PokemonData\Articuno\d383a647428b4acca6618bf23540848f.jpg,Articuno,144
217,PokemonData\Articuno\d3bb71d1f3094c15971ea6a985da84fe.jpg,Articuno,144
218,PokemonData\Articuno\df28e32e23cc42989a27e8bc25941569.jpg,Articuno,144
219,PokemonData\Articuno\e3d26813c5634db6b25f2153486428a2.jpg,Articuno,144
220,PokemonData\Articuno\eae42dbcf4304d9a9a761483bfcef06f.jpg,Articuno,144
221,PokemonData\Articuno\ec51e886914940af9e33ffa304e48774.jpg,Articuno,144
222,PokemonData\Articuno\f45cf229bdb84998a8f98065b9656107.jpg,Articuno,144
223,PokemonData\Beedrill\0ad2b3a7d4124698bfd65d1932323ec0.jpg,Beedrill,15
224,PokemonData\Beedrill\0c19723d6eea493f9f38364b13c97663.jpg,Beedrill,15
225,PokemonData\Beedrill\0cf7fc0398e54c889d321fdd2c8bb083.jpg,Beedrill,15
226,PokemonData\Beedrill\0e0ce5eff63d443b9648654f4d1aa992.jpg,Beedrill,15
227,PokemonData\Beedrill\0fce3cf0d2b947649b6b27235de5465d.jpg,Beedrill,15
228,PokemonData\Beedrill\110907424f2e4bc38fdf44dba03db30d.jpg,Beedrill,15
229,PokemonData\Beedrill\16fcb3b32fff4aa49b4642ca6c5538f1.jpg,Beedrill,15
230,PokemonData\Beedrill\22644882ac034a1d9e57dcf509f559a8.jpg,Beedrill,15
231,PokemonData\Beedrill\2a60f83c5503434d83efe660e4311c9a.jpg,Beedrill,15
232,PokemonData\Beedrill\2fd93e226abc4937a5669c56192d9f7d.jpg,Beedrill,15
233,PokemonData\Beedrill\3e15a66482844a7588cfb01f7a76c586.jpg,Beedrill,15
234,PokemonData\Beedrill\3f202cd875184f4f8b2b2ac5937c03d1.jpg,Beedrill,15
235,PokemonData\Beedrill\4faa87de5ee1444da55bc491fc5afbd2.jpg,Beedrill,15
236,PokemonData\Beedrill\591bae1a3c404925a4137570ffedcc32.jpg,Beedrill,15
237,PokemonData\Beedrill\60aef26718f7440fa0534304bac79d0d.jpg,Beedrill,15
238,PokemonData\Beedrill\676fe409778b42329a90d06531f70628.jpg,Beedrill,15
239,PokemonData\Beedrill\74c81db86ad54993a8dd846c7b55eb07.jpg,Beedrill,15
240,PokemonData\Beedrill\7a99240b4f5d407fafe676d141d57e65.jpg,Beedrill,15
241,PokemonData\Beedrill\7e7f9f99a323495cab7c03a8676c684e.jpg,Beedrill,15
242,PokemonData\Beedrill\8ae4fa6c6057408d99996c5e79e89458.jpg,Beedrill,15
243,PokemonData\Beedrill\91359205a99b477a8b35076767d30bc1.jpg,Beedrill,15
244,PokemonData\Beedrill\924a5ae77e824b74af5220a8df4333be.jpg,Beedrill,15
245,PokemonData\Beedrill\b2573b1b4b034cf9b5d462e3b879ad3f.jpg,Beedrill,15
246,PokemonData\Beedrill\b56471162485440b85344af373f64b3a.jpg,Beedrill,15
247,PokemonData\Beedrill\bd38311ecb014fd993a52108475d9d6c.jpg,Beedrill,15
248,PokemonData\Beedrill\bf9c95ffa8e84eec80b1a09407c8b47e.jpg,Beedrill,15
249,PokemonData\Beedrill\c0a64486f688405a9e1102d1d20536f0.jpg,Beedrill,15
250,PokemonData\Beedrill\c53c49a9a9694f04aa477a019f553ec3.jpg,Beedrill,15
251,PokemonData\Beedrill\c57b272d60a84cba986162be7ebf24e1.jpg,Beedrill,15
252,PokemonData\Beedrill\c9de7a1f6f364e99b43f452db8efd668.jpg,Beedrill,15
253,PokemonData\Beedrill\f1e3d9587b884c89bee7329ae2f5f59a.jpg,Beedrill,15
254,PokemonData\Beedrill\f4a75d0157cd497697684fc608b285c7.jpg,Beedrill,15
255,PokemonData\Beedrill\faadfc90fc67499cb861b1696b70d099.jpg,Beedrill,15
256,PokemonData\Beedrill\ff72c89a3cb0468f827eeafdfacac807.jpg,Beedrill,15
257,PokemonData\Bellsprout\05ba6e0173f343559dee0eadcd74781f.jpg,Bellsprout,69
258,PokemonData\Bellsprout\11565a667c014a93bdfd3067b59f2779.jpg,Bellsprout,69
259,PokemonData\Bellsprout\14120da7934a4adcb1565f23183ced3a.jpg,Bellsprout,69
260,PokemonData\Bellsprout\19027abe522541e5a9516316666a8ff6.jpg,Bellsprout,69
261,PokemonData\Bellsprout\19ce723365ef4e998b3ed29b3eabb10f.jpg,Bellsprout,69
262,PokemonData\Bellsprout\1ef0add51b1940639726dc02e3b344a7.jpg,Bellsprout,69
263,PokemonData\Bellsprout\219f51f22666445ba345fc36f09c91dc.jpg,Bellsprout,69
264,PokemonData\Bellsprout\283aade1701c461ca44edbc1cc443ca6.jpg,Bellsprout,69
265,PokemonData\Bellsprout\2f7174f2a8cc40d69a2a60a496a02b4e.jpg,Bellsprout,69
266,PokemonData\Bellsprout\3541a59458d74afd8bc1fb781e7ee438.jpg,Bellsprout,69
267,PokemonData\Bellsprout\372c926ce78c44a4955ee87d794877e8.jpg,Bellsprout,69
268,PokemonData\Bellsprout\3ec216993888454a8587c9a4c2d6dd56.jpg,Bellsprout,69
269,PokemonData\Bellsprout\4184e467f74c4c558419c29080891775.jpg,Bellsprout,69
270,PokemonData\Bellsprout\432532a6062443a98565e00241c5f85e.jpg,Bellsprout,69
271,PokemonData\Bellsprout\4f322b81ba9b49ddb22c94f5c97bb53f.jpg,Bellsprout,69
272,PokemonData\Bellsprout\50454dc01af44a6ea561ca6e9221fa5c.jpg,Bellsprout,69
273,PokemonData\Bellsprout\55aab9574b014428acb9dd2adf83b923.jpg,Bellsprout,69
274,PokemonData\Bellsprout\55acda0038f545388abd228c309ffb61.jpg,Bellsprout,69
275,PokemonData\Bellsprout\62ba94a0bbb344b3b32e972969a77e8b.jpg,Bellsprout,69
276,PokemonData\Bellsprout\6cd071355d04473ab07035773fcc324f.jpg,Bellsprout,69
277,PokemonData\Bellsprout\6e0e23ce17284030a827d647535dd5c4.jpg,Bellsprout,69
278,PokemonData\Bellsprout\75a378a17572443c9b9e1893a537117a.jpg,Bellsprout,69
279,PokemonData\Bellsprout\7d077cf635f54f108504ebccad0870ca.jpg,Bellsprout,69
280,PokemonData\Bellsprout\8304fad4bc20428daf87a2079e2d3a0b.jpg,Bellsprout,69
281,PokemonData\Bellsprout\90c33867ac8e49c3871f49803a93fe73.jpg,Bellsprout,69
282,PokemonData\Bellsprout\911c5c0cda4c45da97437510eba6c2c5.jpg,Bellsprout,69
283,PokemonData\Bellsprout\91d9bd7ed01849c8bb74881c307be8e7.jpg,Bellsprout,69
284,PokemonData\Bellsprout\9ad85f5338424bd2ab7d9b202555d3ad.jpg,Bellsprout,69
285,PokemonData\Bellsprout\9d427feaeacb4b6a8b59f9f1e67155b1.jpg,Bellsprout,69
286,PokemonData\Bellsprout\a14434a983ca4d98a9c9387aa949536a.jpg,Bellsprout,69
287,PokemonData\Bellsprout\a1d866b4268e49eb9ec3fa101e3c2603.jpg,Bellsprout,69
288,PokemonData\Bellsprout\b3829709fe9249bb93cdf949643dd3cf.jpg,Bellsprout,69
289,PokemonData\Bellsprout\be83544c5ca94f11a28ec022503f515f.jpg,Bellsprout,69
290,PokemonData\Bellsprout\cb24f510298242cd89e9de8b09d47782.jpg,Bellsprout,69
291,PokemonData\Bellsprout\cc6718f6bf274b43824ab1aae3ad5daa.jpg,Bellsprout,69
292,PokemonData\Bellsprout\cd9f1e2a05b5458e88bf660b421cd424.jpg,Bellsprout,69
293,PokemonData\Bellsprout\ce25ef002edb4cc1a28c670bc135aecb.jpg,Bellsprout,69
294,PokemonData\Bellsprout\d99296ce96f345a2996dee17e7956424.jpg,Bellsprout,69
